(64, 64)
(28, 29, 2, 47)
(84, 93, 2, 48)
(112, 83, 2, 49)
(80, 2, 2, 50)
(61, 108, 2, 51)
(62, 97, 2, 52)
(13, 85, 2, 53)
(30, 50, 2, 54)
(36, 72, 2, 55)
(26, 70, 2, 56)
(18, 91, 2, 57)
(112, 24, 2, 58)
(62, 102, 2, 59)
(103, 1, 2, 60)
(52, 15, 2, 61)
(106, 42, 2, 62)
(70, 88, 2, 63)
(103, 53, 3, 0)
(49, 100, 3, 1)
(95, 96, 3, 2)
(42, 21, 3, 3)
(81, 94, 3, 4)
(55, 109, 3, 5)
(73, 62, 3, 6)
(33, 0, 3, 7)
(69, 48, 3, 8)
(15, 3, 3, 9)
(56, 65, 3, 10)
(43, 89, 3, 11)
(122, 122, 3, 12)
(59, 116, 3, 13)
(69, 53, 3, 14)
(64, 89, 3, 15)
(52, 84, 3, 16)
(74, 94, 3, 17)
(4, 13, 3, 18)
(82, 126, 3, 19)
(91, 47, 3, 20)
(50, 19, 3, 21)
(12, 66, 3, 22)
(7, 49, 3, 23)
(68, 48, 3, 24)
(83, 10, 3, 25)
(9, 4, 3, 26)
(100, 49, 3, 27)
(59, 28, 3, 28)
(37, 36, 3, 29)
(74, 27, 3, 30)
(63, 88, 3, 31)
(93, 71, 3, 32)
(23, 13, 3, 33)
(46, 37, 3, 34)
(113, 102, 3, 35)
(126, 115, 3, 36)
(86, 8, 3, 37)
(70, 98, 3, 38)
(58, 112, 3, 39)
(18, 84, 3, 40)
(127, 21, 3, 41)
(62, 85, 3, 42)
(81, 107, 3, 43)
(98, 76, 3, 44)
(27, 21, 3, 45)
(94, 7, 3, 46)
(122, 28, 3, 47)
(10, 121, 3, 48)
(72, 106, 3, 49)
(82, 100, 3, 50)
(28, 67, 3, 51)
(117, 82, 3, 52)
(68, 79, 3, 53)
(61, 119, 3, 54)
(35, 86, 3, 55)
(71, 24, 3, 56)
(106, 82, 3, 57)
(21, 101, 3, 58)
(37, 8, 3, 59)
(47, 104, 3, 60)
(119, 126, 3, 61)
(99, 59, 3, 62)
(68, 103, 3, 63)
(54, 68, 4, 0)
(123, 116, 4, 1)
(88, 36, 4, 2)
(76, 29, 4, 3)
(122, 101, 4, 4)
(127, 7, 4, 5)
(4, 85, 4, 6)
(122, 124, 4, 7)
(17, 96, 4, 8)
(28, 122, 4, 9)
(105, 49, 4, 10)
(56, 45, 4, 11)
(75, 25, 4, 12)
(87, 10, 4, 13)
(79, 31, 4, 14)
(0, 76, 4, 15)
(76, 94, 4, 16)
(96, 92, 4, 17)
(21, 24, 4, 18)
(3, 124, 4, 19)
(96, 0, 4, 20)
(106, 102, 4, 21)
(59, 64, 4, 22)
(106, 48, 4, 23)
(22, 9, 4, 24)
(97, 78, 4, 25)
(100, 64, 4, 26)
(84, 36, 4, 27)
(32, 76, 4, 28)
(105, 93, 4, 29)
(78, 104, 4, 30)
(93, 17, 4, 31)
(56, 118, 4, 32)
(33, 111, 4, 33)
(5, 91, 4, 34)
(76, 47, 4, 35)
(94, 34, 4, 36)
(114, 9, 4, 37)
(52, 3, 4, 38)
(27, 30, 4, 39)
(23, 88, 4, 40)
(8, 123, 4, 41)
(2, 105, 4, 42)
(102, 75, 4, 43)
(9, 60, 4, 44)
(24, 104, 4, 45)
(93, 87, 4, 46)
(78, 26, 4, 47)
(12, 43, 4, 48)
(62, 56, 4, 49)
(109, 121, 4, 50)
(47, 93, 4, 51)
(39, 103, 4, 52)
(126, 101, 4, 53)
(11, 0, 4, 54)
(88, 113, 4, 55)
(25, 102, 4, 56)
(125, 60, 4, 57)
(79, 16, 4, 58)
(112, 36, 4, 59)
(41, 120, 4, 60)
(110, 5, 4, 61)
(34, 8, 4, 62)
(88, 104, 4, 63)
(89, 9, 5, 0)
(9, 99, 5, 1)
(80, 52, 5, 2)
(39, 125, 5, 3)
(108, 31, 5, 4)
(58, 127, 5, 5)
(75, 29, 5, 6)
(53, 78, 5, 7)
(55, 0, 5, 8)
(16, 112, 5, 9)
(39, 10, 5, 10)
(87, 89, 5, 11)
(11, 127, 5, 12)
(108, 70, 5, 13)
(30, 125, 5, 14)
(7, 122, 5, 15)
(46, 48, 5, 16)
(105, 102, 5, 17)
(104, 31, 5, 18)
(65, 37, 5, 19)
(118, 100, 5, 20)
(47, 53, 5, 21)
(8, 13, 5, 22)
(104, 78, 5, 23)
(105, 107, 5, 24)
(3, 88, 5, 25)
(8, 121, 5, 26)
(20, 114, 5, 27)
(78, 27, 5, 28)
(67, 33, 5, 29)
(69, 117, 5, 30)
(73, 103, 5, 31)
(18, 82, 5, 32)
(39, 95, 5, 33)
(95, 34, 5, 34)
(16, 88, 5, 35)
(89, 42, 5, 36)
(115, 75, 5, 37)
(92, 54, 5, 38)
(42, 39, 5, 39)
(27, 69, 5, 40)
(127, 124, 5, 41)
(43, 105, 5, 42)
(80, 107, 5, 43)
(56, 24, 5, 44)
(79, 6, 5, 45)
(46, 65, 5, 46)
(59, 71, 5, 47)
(104, 56, 5, 48)
(37, 10, 5, 49)
(95, 90, 5, 50)
(22, 55, 5, 51)
(118, 36, 5, 52)
(60, 84, 5, 53)
(113, 36, 5, 54)
(66, 87, 5, 55)
(42, 51, 5, 56)
(35, 58, 5, 57)
(72, 11, 5, 58)
(83, 6, 5, 59)
(99, 49, 5, 60)
(16, 58, 5, 61)
(66, 105, 5, 62)
(40, 17, 5, 63)
(3, 99, 6, 0)
(9, 93, 6, 1)
(43, 112, 6, 2)
(7, 112, 6, 3)
(106, 66, 6, 4)
(57, 87, 6, 5)
(86, 7, 6, 6)
(124, 97, 6, 7)
(114, 34, 6, 8)
(116, 112, 6, 9)
(1, 79, 6, 10)
(45, 63, 6, 11)
(61, 78, 6, 12)
(27, 32, 6, 13)
(39, 114, 6, 14)
(115, 55, 6, 15)
(115, 77, 6, 16)
(96, 86, 6, 17)
(3, 86, 6, 18)
(92, 79, 6, 19)
(40, 116, 6, 20)
(86, 82, 6, 21)
(81, 73, 6, 22)
(116, 47, 6, 23)
(115, 65, 6, 24)
(28, 105, 6, 25)
(127, 113, 6, 26)
(20, 61, 6, 27)
(55, 90, 6, 28)
(116, 67, 6, 29)
(33, 67, 6, 30)
(94, 45, 6, 31)
(95, 59, 6, 32)
(40, 89, 6, 33)
(124, 74, 6, 34)
(113, 38, 6, 35)
(56, 89, 6, 36)
(72, 38, 6, 37)
(0, 83, 6, 38)
(54, 117, 6, 39)
(115, 20, 6, 40)
(100, 70, 6, 41)
(78, 78, 6, 42)
(59, 67, 6, 43)
(89, 89, 6, 44)
(6, 107, 6, 45)
(89, 106, 6, 46)
(52, 9, 6, 47)
(48, 64, 6, 48)
(44, 105, 6, 49)
(72, 39, 6, 50)
(96, 53, 6, 51)
(113, 74, 6, 52)
(61, 105, 6, 53)
(77, 72, 6, 54)
(3, 113, 6, 55)
(36, 65, 6, 56)
(3, 53, 6, 57)
(86, 127, 6, 58)
(66, 27, 6, 59)
(103, 3, 6, 60)
(21, 85, 6, 61)
(50, 34, 6, 62)
(86, 48, 6, 63)
(37, 16, 7, 0)
(29, 105, 7, 1)
(69, 10, 7, 2)
(106, 126, 7, 3)
(6, 116, 7, 4)
(2, 66, 7, 5)
(82, 20, 7, 6)
(46, 84, 7, 7)
(72, 33, 7, 8)
(47, 117, 7, 9)
(127, 81, 7, 10)
(79, 125, 7, 11)
(79, 24, 7, 12)
(125, 57, 7, 13)
(17, 39, 7, 14)
(71, 106, 7, 15)
(104, 80, 7, 16)
(113, 51, 7, 17)
(57, 90, 7, 18)
(3, 70, 7, 19)
(19, 55, 7, 20)
(94, 25, 7, 21)
(49, 69, 7, 22)
(119, 5, 7, 23)
(49, 120, 7, 24)
(89, 61, 7, 25)
(63, 34, 7, 26)
(74, 5, 7, 27)
(126, 59, 7, 28)
(86, 27, 7, 29)
(20, 93, 7, 30)
(94, 101, 7, 31)
(96, 70, 7, 32)
(13, 76, 7, 33)
(40, 122, 7, 34)
(15, 8, 7, 35)
(59, 69, 7, 36)
(81, 45, 7, 37)
(95, 81, 7, 38)
(80, 97, 7, 39)
(80, 57, 7, 40)
(76, 89, 7, 41)
(1, 77, 7, 42)
(27, 0, 7, 43)
(104, 21, 7, 44)
(27, 71, 7, 45)
(108, 90, 7, 46)
(20, 120, 7, 47)
(91, 59, 7, 48)
(37, 74, 7, 49)
(61, 121, 7, 50)
(124, 58, 7, 51)
(42, 116, 7, 52)
(64, 19, 7, 53)
(13, 21, 7, 54)
(108, 116, 7, 55)
(98, 104, 7, 56)
(14, 29, 7, 57)
(26, 68, 7, 58)
(67, 76, 7, 59)
(75, 27, 7, 60)
(34, 68, 7, 61)
(121, 74, 7, 62)
(34, 86, 7, 63)
(120, 111, 8, 0)
(126, 76, 8, 1)
(97, 69, 8, 2)
(29, 106, 8, 3)
(39, 111, 8, 4)
(123, 98, 8, 5)
(61, 31, 8, 6)
(30, 5, 8, 7)
(22, 44, 8, 8)
(32, 90, 8, 9)
(123, 4, 8, 10)
(23, 33, 8, 11)
(55, 70, 8, 12)
(98, 26, 8, 13)
(111, 61, 8, 14)
(119, 85, 8, 15)
(93, 86, 8, 16)
(49, 48, 8, 17)
(62, 65, 8, 18)
(88, 23, 8, 19)
(113, 90, 8, 20)
(90, 92, 8, 21)
(23, 93, 8, 22)
(109, 42, 8, 23)
(45, 49, 8, 24)
(43, 66, 8, 25)
(61, 45, 8, 26)
(73, 123, 8, 27)
(22, 100, 8, 28)
(58, 100, 8, 29)
(50, 33, 8, 30)
(4, 87, 8, 31)
(97, 42, 8, 32)
(22, 60, 8, 33)
(77, 97, 8, 34)
(25, 26, 8, 35)
(7, 3, 8, 36)
(92, 51, 8, 37)
(79, 5, 8, 38)
(17, 52, 8, 39)
(82, 84, 8, 40)
(15, 92, 8, 41)
(26, 17, 8, 42)
(39, 76, 8, 43)
(70, 34, 8, 44)
(65, 126, 8, 45)
(111, 114, 8, 46)
(44, 76, 8, 47)
(114, 21, 8, 48)
(71, 110, 8, 49)
(32, 81, 8, 50)
(59, 29, 8, 51)
(116, 85, 8, 52)
(84, 39, 8, 53)
(17, 83, 8, 54)
(7, 104, 8, 55)
(63, 77, 8, 56)
(75, 80, 8, 57)
(77, 108, 8, 58)
(101, 46, 8, 59)
(63, 110, 8, 60)
(47, 82, 8, 61)
(61, 15, 8, 62)
(77, 71, 8, 63)
(30, 86, 9, 0)
(20, 107, 9, 1)
(16, 115, 9, 2)
(94, 62, 9, 3)
(33, 16, 9, 4)
(126, 96, 9, 5)
(81, 17, 9, 6)
(97, 70, 9, 7)
(80, 31, 9, 8)
(107, 118, 9, 9)
(66, 74, 9, 10)
(3, 60, 9, 11)
(74, 65, 9, 12)
(24, 14, 9, 13)
(119, 50, 9, 14)
(101, 7, 9, 15)
(12, 47, 9, 16)
(125, 99, 9, 17)
(88, 16, 9, 18)
(49, 33, 9, 19)
(73, 29, 9, 20)
(60, 69, 9, 21)
(50, 15, 9, 22)
(104, 123, 9, 23)
(23, 22, 9, 24)
(105, 50, 9, 25)
(98, 63, 9, 26)
(109, 18, 9, 27)
(121, 30, 9, 28)
(39, 104, 9, 29)
(62, 93, 9, 30)
(16, 40, 9, 31)
(11, 92, 9, 32)
(32, 60, 9, 33)
(51, 99, 9, 34)
(72, 29, 9, 35)
(53, 120, 9, 36)
(11, 83, 9, 37)
(110, 107, 9, 38)
(82, 36, 9, 39)
(94, 103, 9, 40)
(14, 21, 9, 41)
(120, 44, 9, 42)
(77, 69, 9, 43)
(19, 87, 9, 44)
(39, 2, 9, 45)
(12, 82, 9, 46)
(62, 32, 9, 47)
(59, 39, 9, 48)
(30, 29, 9, 49)
(46, 113, 9, 50)
(70, 106, 9, 51)
(5, 34, 9, 52)
(75, 103, 9, 53)
(92, 17, 9, 54)
(52, 4, 9, 55)
(74, 59, 9, 56)
(107, 10, 9, 57)
(58, 51, 9, 58)
(94, 79, 9, 59)
(25, 85, 9, 60)
(60, 125, 9, 61)
(121, 115, 9, 62)
(66, 82, 9, 63)
(72, 91, 10, 0)
(26, 117, 10, 1)
(11, 15, 10, 2)
(51, 23, 10, 3)
(1, 91, 10, 4)
(42, 61, 10, 5)
(92, 97, 10, 6)
(105, 127, 10, 7)
(81, 55, 10, 8)
(18, 64, 10, 9)
(57, 101, 10, 10)
(55, 46, 10, 11)
(121, 65, 10, 12)
(111, 37, 10, 13)
(124, 59, 10, 14)
(101, 66, 10, 15)
(124, 35, 10, 16)
(45, 32, 10, 17)
(60, 111, 10, 18)
(55, 52, 10, 19)
(105, 46, 10, 20)
(10, 10, 10, 21)
(111, 117, 10, 22)
(79, 72, 10, 23)
(3, 28, 10, 24)
(12, 34, 10, 25)
(19, 25, 10, 26)
(113, 71, 10, 27)
(69, 124, 10, 28)
(85, 91, 10, 29)
(107, 59, 10, 30)
(104, 72, 10, 31)
(27, 93, 10, 32)
(26, 54, 10, 33)
(109, 37, 10, 34)
(55, 2, 10, 35)
(8, 50, 10, 36)
(11, 77, 10, 37)
(15, 14, 10, 38)
(110, 46, 10, 39)
(67, 110, 10, 40)
(91, 114, 10, 41)
(42, 120, 10, 42)
(9, 52, 10, 43)
(72, 25, 10, 44)
(11, 119, 10, 45)
(43, 49, 10, 46)
(5, 84, 10, 47)
(69, 72, 10, 48)
(15, 62, 10, 49)
(90, 65, 10, 50)
(114, 12, 10, 51)
(114, 88, 10, 52)
(49, 87, 10, 53)
(106, 43, 10, 54)
(117, 37, 10, 55)
(112, 94, 10, 56)
(126, 86, 10, 57)
(8, 100, 10, 58)
(55, 27, 10, 59)
(3, 10, 10, 60)
(84, 105, 10, 61)
(115, 36, 10, 62)
(0, 49, 10, 63)
(59, 0, 11, 0)
(11, 95, 11, 1)
(68, 68, 11, 2)
(48, 27, 11, 3)
(47, 119, 11, 4)
(49, 50, 11, 5)
(50, 67, 11, 6)
(20, 36, 11, 7)
(6, 46, 11, 8)
(69, 76, 11, 9)
(22, 23, 11, 10)
(45, 51, 11, 11)
(46, 98, 11, 12)
(110, 21, 11, 13)
(22, 111, 11, 14)
(84, 12, 11, 15)
(6, 21, 11, 16)
(5, 12, 11, 17)
(31, 100, 11, 18)
(119, 53, 11, 19)
(125, 28, 11, 20)
(108, 115, 11, 21)
(57, 24, 11, 22)
(1, 125, 11, 23)
(57, 52, 11, 24)
(107, 73, 11, 25)
(82, 110, 11, 26)
(4, 9, 11, 27)
(55, 75, 11, 28)
(16, 29, 11, 29)
(54, 96, 11, 30)
(53, 12, 11, 31)
(85, 77, 11, 32)
(63, 45, 11, 33)
(101, 18, 11, 34)
(27, 54, 11, 35)
(75, 88, 11, 36)
(44, 82, 11, 37)
(32, 111, 11, 38)
(107, 11, 11, 39)
(62, 91, 11, 40)
(1, 27, 11, 41)
(5, 41, 11, 42)
(119, 77, 11, 43)
(79, 25, 11, 44)
(50, 59, 11, 45)
(81, 48, 11, 46)
(43, 28, 11, 47)
(78, 69, 11, 48)
(115, 1, 11, 49)
(11, 52, 11, 50)
(40, 98, 11, 51)
(37, 99, 11, 52)
(109, 81, 11, 53)
(4, 24, 11, 54)
(65, 108, 11, 55)
(115, 111, 11, 56)
(12, 55, 11, 57)
(25, 92, 11, 58)
(35, 32, 11, 59)
(54, 32, 11, 60)
(9, 59, 11, 61)
(57, 55, 11, 62)
(45, 111, 11, 63)
(63, 94, 12, 0)
(44, 123, 12, 1)
(92, 107, 12, 2)
(7, 40, 12, 3)
(94, 12, 12, 4)
(21, 33, 12, 5)
(88, 25, 12, 6)
(116, 33, 12, 7)
(78, 70, 12, 8)
(121, 118, 12, 9)
(85, 100, 12, 10)
(121, 75, 12, 11)
(59, 88, 12, 12)
(105, 41, 12, 13)
(39, 73, 12, 14)
(88, 71, 12, 15)
(3, 77, 12, 16)
(22, 3, 12, 17)
(69, 84, 12, 18)
(68, 115, 12, 19)
(25, 107, 12, 20)
(117, 116, 12, 21)
(121, 124, 12, 22)
(42, 9, 12, 23)
(102, 118, 12, 24)
(54, 108, 12, 25)
(4, 111, 12, 26)
(53, 38, 12, 27)
(105, 76, 12, 28)
(50, 124, 12, 29)
(65, 19, 12, 30)
(121, 68, 12, 31)
(95, 26, 12, 32)
(78, 79, 12, 33)
(13, 29, 12, 34)
(37, 6, 12, 35)
(125, 29, 12, 36)
(25, 100, 12, 37)
(115, 41, 12, 38)
(19, 40, 12, 39)
(54, 74, 12, 40)
(22, 99, 12, 41)
(113, 50, 12, 42)
(24, 86, 12, 43)
(14, 66, 12, 44)
(103, 50, 12, 45)
(40, 109, 12, 46)
(90, 91, 12, 47)
(87, 105, 12, 48)
(95, 110, 12, 49)
(9, 49, 12, 50)
(72, 118, 12, 51)
(71, 55, 12, 52)
(78, 94, 12, 53)
(65, 55, 12, 54)
(119, 118, 12, 55)
(94, 77, 12, 56)
(0, 105, 12, 57)
(67, 122, 12, 58)
(117, 77, 12, 59)
(109, 89, 12, 60)
(39, 37, 12, 61)
(105, 59, 12, 62)
(26, 13, 12, 63)
(112, 69, 13, 0)
(75, 14, 13, 1)
(127, 79, 13, 2)
(33, 91, 13, 3)
(126, 84, 13, 4)
(99, 72, 13, 5)
(47, 122, 13, 6)
(103, 72, 13, 7)
(70, 59, 13, 8)
(75, 30, 13, 9)
(43, 57, 13, 10)
(29, 56, 13, 11)
(64, 103, 13, 12)
(61, 110, 13, 13)
(99, 51, 13, 14)
(120, 16, 13, 15)
(89, 39, 13, 16)
(84, 18, 13, 17)
(112, 52, 13, 18)
(44, 6, 13, 19)
(63, 48, 13, 20)
(10, 28, 13, 21)
(53, 122, 13, 22)
(107, 99, 13, 23)
(118, 85, 13, 24)
(83, 24, 13, 25)
(102, 16, 13, 26)
(54, 126, 13, 27)
(13, 122, 13, 28)
(44, 0, 13, 29)
(13, 99, 13, 30)
(17, 63, 13, 31)
(7, 51, 13, 32)
(71, 97, 13, 33)
(119, 99, 13, 34)
(9, 21, 13, 35)
(116, 13, 13, 36)
(84, 79, 13, 37)
(64, 108, 13, 38)
(54, 43, 13, 39)
(39, 55, 13, 40)
(71, 99, 13, 41)
(36, 6, 13, 42)
(6, 67, 13, 43)
(92, 58, 13, 44)
(99, 120, 13, 45)
(61, 14, 13, 46)
(2, 70, 13, 47)
(114, 106, 13, 48)
(105, 111, 13, 49)
(79, 49, 13, 50)
(26, 90, 13, 51)
(100, 58, 13, 52)
(49, 0, 13, 53)
(118, 72, 13, 54)
(19, 63, 13, 55)
(101, 32, 13, 56)
(93, 8, 13, 57)
(100, 33, 13, 58)
(38, 68, 13, 59)
(120, 15, 13, 60)
(93, 118, 13, 61)
(79, 64, 13, 62)
(2, 75, 13, 63)
(35, 114, 14, 0)
(78, 37, 14, 1)
(16, 15, 14, 2)
(8, 51, 14, 3)
(32, 55, 14, 4)
(94, 119, 14, 5)
(112, 56, 14, 6)
(27, 96, 14, 7)
(33, 27, 14, 8)
(49, 92, 14, 9)
(95, 121, 14, 10)
(84, 95, 14, 11)
(104, 71, 14, 12)
(106, 115, 14, 13)
(68, 37, 14, 14)
(77, 23, 14, 15)
(116, 90, 14, 16)
(46, 30, 14, 17)
(111, 9, 14, 18)
(19, 5, 14, 19)
(19, 9, 14, 20)
(28, 85, 14, 21)
(76, 39, 14, 22)
(65, 12, 14, 23)
(11, 12, 14, 24)
(52, 73, 14, 25)
(77, 37, 14, 26)
(61, 26, 14, 27)
(55, 111, 14, 28)
(35, 13, 14, 29)
(88, 9, 14, 30)
(61, 49, 14, 31)
(108, 121, 14, 32)
(98, 64, 14, 33)
(95, 7, 14, 34)
(26, 106, 14, 35)
(24, 80, 14, 36)
(123, 13, 14, 37)
(66, 120, 14, 38)
(45, 117, 14, 39)
(100, 36, 14, 40)
(60, 66, 14, 41)
(83, 4, 14, 42)
(86, 120, 14, 43)
(49, 94, 14, 44)
(35, 72, 14, 45)
(109, 115, 14, 46)
(41, 122, 14, 47)
(53, 81, 14, 48)
(35, 14, 14, 49)
(88, 99, 14, 50)
(48, 31, 14, 51)
(15, 12, 14, 52)
(81, 65, 14, 53)
(119, 122, 14, 54)
(121, 85, 14, 55)
(22, 79, 14, 56)
(100, 123, 14, 57)
(36, 45, 14, 58)
(2, 11, 14, 59)
(34, 98, 14, 60)
(107, 94, 14, 61)
(44, 68, 14, 62)
(123, 43, 14, 63)
(5, 99, 15, 0)
(90, 115, 15, 1)
(96, 83, 15, 2)
(67, 117, 15, 3)
(97, 23, 15, 4)
(34, 102, 15, 5)
(110, 38, 15, 6)
(83, 118, 15, 7)
(37, 112, 15, 8)
(31, 11, 15, 9)
(106, 119, 15, 10)
(108, 74, 15, 11)
(14, 9, 15, 12)
(120, 83, 15, 13)
(64, 118, 15, 14)
(65, 94, 15, 15)
(23, 67, 15, 16)
(70, 23, 15, 17)
(56, 36, 15, 18)
(1, 40, 15, 19)
(109, 75, 15, 20)
(71, 103, 15, 21)
(81, 91, 15, 22)
(42, 30, 15, 23)
(48, 54, 15, 24)
(92, 78, 15, 25)
(16, 30, 15, 26)
(47, 19, 15, 27)
(59, 40, 15, 28)
(3, 40, 15, 29)
(7, 56, 15, 30)
(21, 47, 15, 31)
(119, 35, 15, 32)
(60, 0, 15, 33)
(5, 5, 15, 34)
(95, 48, 15, 35)
(22, 7, 15, 36)
(65, 14, 15, 37)
(122, 24, 15, 38)
(96, 100, 15, 39)
(84, 68, 15, 40)
(14, 116, 15, 41)
(83, 116, 15, 42)
(12, 114, 15, 43)
(59, 60, 15, 44)
(109, 123, 15, 45)
(19, 30, 15, 46)
(29, 71, 15, 47)
(37, 110, 15, 48)
(91, 67, 15, 49)
(43, 95, 15, 50)
(77, 58, 15, 51)
(101, 72, 15, 52)
(127, 43, 15, 53)
(17, 48, 15, 54)
(104, 125, 15, 55)
(55, 53, 15, 56)
(37, 11, 15, 57)
(44, 58, 15, 58)
(123, 56, 15, 59)
(75, 36, 15, 60)
(29, 82, 15, 61)
(120, 57, 15, 62)
(101, 71, 15, 63)
(39, 35, 16, 0)
(0, 59, 16, 1)
(24, 92, 16, 2)
(117, 97, 16, 3)
(85, 16, 16, 4)
(95, 22, 16, 5)
(121, 79, 16, 6)
(27, 70, 16, 7)
(49, 2, 16, 8)
(127, 33, 16, 9)
(68, 102, 16, 10)
(92, 116, 16, 11)
(35, 100, 16, 12)
(33, 125, 16, 13)
(101, 83, 16, 14)
(123, 50, 16, 15)
(12, 69, 16, 16)
(85, 12, 16, 17)
(103, 73, 16, 18)
(12, 17, 16, 19)
(81, 85, 16, 20)
(47, 97, 16, 21)
(64, 28, 16, 22)
(60, 47, 16, 23)
(47, 70, 16, 24)
(15, 115, 16, 25)
(28, 88, 16, 26)
(32, 99, 16, 27)
(5, 93, 16, 28)
(28, 9, 16, 29)
(56, 88, 16, 30)
(31, 92, 16, 31)
(61, 1, 16, 32)
(1, 80, 16, 33)
(116, 51, 16, 34)
(51, 61, 16, 35)
(76, 109, 16, 36)
(126, 54, 16, 37)
(68, 101, 16, 38)
(27, 2, 16, 39)
(121, 31, 16, 40)
(82, 89, 16, 41)
(33, 9, 16, 42)
(15, 91, 16, 43)
(105, 57, 16, 44)
(18, 102, 16, 45)
(57, 43, 16, 46)
(12, 19, 16, 47)
(84, 112, 16, 48)
(103, 12, 16, 49)
(55, 5, 16, 50)
